Amy Schumer,doing stand-up,CS
Barney Stinson,promoting capitalism,DS
R2D2,carrying secret plans,DS
Sarah Palin,promoting conservative values,CS
Socrates,teaching philosophy to future leaders,CS
Inspector Jacques Clouseau,solving crimes,DS
Ebenezer Scrooge,pinching pennies,DS
Jerry Lee Lewis,singing rock songs,CS
Pyotr Ilyich Tchaikovsky,composing classical music,CS + DS
Taylor Swift,writing pop songs,CS
Sauron,devising evil schemes,DS
Giacomo Casanova,seducing women,CS
Mrs. Doubtfire,performing household chores,DS
Tony Stark,running a software company,DS
Newt Gingrich,ranting about liberals,CS + DS
Simon Cowell,running a media empire,CS
Dexter Morgan,killing murderers,DS
Jeff Koons,selling modern art,CS
Jeremy Paxman,grilling interviewees,CS
Friedrich Nietzsche,teaching philosophy,CS
Oedipus Rex,solving riddles,DS
Orville Wright,developing new technologies ,CS
Lord Byron,seducing women,CS + DS
King Arthur,leading armies into battle,CS
Russell Brand,starring in comedies,CS
Joseph Smith,searching for the messiah,CS
