Richard Dawkins,promoting atheism,CS
Orson Welles,writing Hollywood movies,CS
Frank Sinatra,crooning love songs,CS
Inspector Endeavour Morse,finding clues,DS
Nancy Drew,finding clues,DS
Timothy McGee,finding clues,DS
Pope Benedict XVI,promoting Catholic values,CS
Harvey Dent,convicting criminals,DS
Amy Schumer,starring in comedies,CS
Martha Stewart,writing cook books,CS
John Travolta,playing camp villains,CS + DS
G. Gordon Liddy,ranting about liberals,CS
O.J. Simpson,making threatening phone calls,CS
Gordon Ramsay,cooking fancy food,CS
Grigori Rasputin,manipulating political pawns,CS + DS
RuPaul,cross-dressing in women's clothes,CS + DS
Lex Luthor,promoting capitalism,DS
John Travolta,starring in Hollywood movies,CS
Harvey Dent,tempting fate,DS
Bridget Jones,drinking too much red wine,DS
Stewie Griffin,plotting against family members,DS
Bette Davis,starring in Hollywood movies,CS
Monica Geller,fussing about cleanliness,DS
Aristotle,writing on wax tablets,CS + DS
Boy George,singing pop songs,CS
Inspector Endeavour Morse,solving mysteries,DS
Lord Byron,seducing women,CS
Harvey Dent,tossing coins,DS
Freddie Mercury,singing pop songs,CS
George Smiley,analyzing intelligence data,DS
Hugh Hefner,popping Viagra,CS
Alan Turing,designing computer systems,CS
Noël Coward,writing plays,CS + DS
John Rambo,rescuing prisoners of war,DS
Mother Teresa,giving to the poor,CS
Jerry Lee Lewis,marrying underage girls,CS + DS
